,author,title,sentence,sentence_nr,words,kind
5830,"Stoker, Bram",Dracula,This is the more natural as the favourite game of the little ones at present is luring each other away by wiles,3909,NA,NA
5831,"Stoker, Bram",Dracula,A correspondent writes us that to see some of the tiny tots pretending to be the bloofer lady is supremely funny,3910,NA,NA
5832,"Stoker, Bram",Dracula,Some of our caricaturists might he says take a lesson in the irony of grotesque by comparing the reality and the picture,3911,NA,NA
5833,"Stoker, Bram",Dracula,It is only in accordance with general principles of human nature that the bloofer lady should be the popular rôle at these  al fresco  performances,3912,Nature,location
5834,"Stoker, Bram",Dracula,Our correspondent naïvely says that even Ellen Terry could not be so winningly attractive as some of these grubbyfaced little children pretendand even imagine themselvesto be,3913,Ellen Terry,person
5838,"Stoker, Bram",Dracula,The Westminster Gazette 25 September,3917,NA,NA
5839,"Stoker, Bram",Dracula,Extra Special,3918,NA,NA
5840,"Stoker, Bram",Dracula,THE HAMPSTEAD HORROR,3919,NA,NA
5841,"Stoker, Bram",Dracula,ANOTHER CHILD INJURED,3920,NA,NA
5842,"Stoker, Bram",Dracula,The Bloofer Lady,3921,NA,NA
5848,"Stoker, Bram",Dracula,It was terribly weak and looked quite emaciated,3924,NA,NA
5852,"Stoker, Bram",Dracula,CHAPTER XIV  MINA HARKERS JOURNAL    23 September Jonathan is better after a bad night,3926,Jonathan Harker,person
5854,"Stoker, Bram",Dracula,CHAPTER XIV  MINA HARKERS JOURNAL    23 September Jonathan is better after a bad night,3926,Mina Murray,person
5856,"Stoker, Bram",Dracula,I am so glad that he has plenty of work to do for that keeps his mind off the terrible things and oh I am rejoiced that he is not now weighed down with the responsibility of his new position,3927,NA,NA
5858,"Stoker, Bram",Dracula,I knew he would be true to himself and now how proud I am to see my Jonathan rising to the height of his advancement and keeping pace in all ways with the duties that come upon him,3928,Jonathan Harker,person
5860,"Stoker, Bram",Dracula,He will be away all day till late for he said he could not lunch at home,3929,NA,NA
5861,"Stoker, Bram",Dracula,My household work is done so I shall take his foreign journal and lock myself up in my room and read it    24 September I,3930,NA,NA
5862,"Stoker, Bram",Dracula,hadnt the heart to write last night that terrible record of Jonathans upset me so,3931,Jonathan Harker,person
5866,"Stoker, Bram",Dracula,How he must have suffered whether it be true or only imagination,3933,NA,NA
5867,"Stoker, Bram",Dracula,I wonder if there is any truth in it at all,3934,NA,NA
5868,"Stoker, Bram",Dracula,Did he get his brain fever and then write all those terrible things or had he some cause for it all,3935,NA,NA
5869,"Stoker, Bram",Dracula,I suppose I shall never know for I dare not open the subject to him,3936,NA,NA
5870,"Stoker, Bram",Dracula,And yet that man we saw yesterday,3937,NA,NA
5871,"Stoker, Bram",Dracula,He seemed quite certain of him Poor fellow,3938,NA,NA
5872,"Stoker, Bram",Dracula,I suppose it was the funeral upset him and sent his mind back on some train of thought,3939,NA,NA
5873,"Stoker, Bram",Dracula,He believes it all himself,3940,NA,NA
5874,"Stoker, Bram",Dracula,I remember how on our weddingday he said Unless some solemn duty come upon me to go back to the bitter hours asleep or awake mad or sane,3941,NA,NA
5875,"Stoker, Bram",Dracula,There seems to be through it all some thread of continuity,3942,NA,NA
5876,"Stoker, Bram",Dracula,That fearful Count was coming to London,3943,London,location
5877,"Stoker, Bram",Dracula,That fearful Count was coming to London,3943,Count Dracula,person
5879,"Stoker, Bram",Dracula,If it should be and he came to London with his teeming millions,3944,London,location
5880,"Stoker, Bram",Dracula,There may be a solemn duty and if it come we must not shrink from it,3945,NA,NA
5881,"Stoker, Bram",Dracula,I shall be prepared,3946,NA,NA
5882,"Stoker, Bram",Dracula,I shall get my typewriter this very hour and begin transcribing,3947,NA,NA
5883,"Stoker, Bram",Dracula,Then we shall be ready for other eyes if required,3948,NA,NA
5884,"Stoker, Bram",Dracula,And if it be wanted then perhaps if I am ready poor Jonathan may not be upset for I can speak for him and never let him be troubled or worried with it at all,3949,Jonathan Harker,person
5886,"Stoker, Bram",Dracula,If ever Jonathan quite gets over the nervousness he may want to tell me of it all and I can ask him questions and find out things and see how I may comfort him,3950,Jonathan Harker,person
5890,"Stoker, Bram",Dracula,Letter Van Helsing to Mrs Harker,3951,Van Helsing,person
5892,"Stoker, Bram",Dracula,Letter Van Helsing to Mrs Harker,3951,Mina Murray,person
5893,"Stoker, Bram",Dracula,24-Sep,3952,NA,NA
5895,"Stoker, Bram",Dracula, Confidence   Dear Madam  I pray you to pardon my writing in that I am so far friend as that I sent to you sad news of Miss Lucy Westenras death,3953,Lucy Westenra,person
5905,"Stoker, Bram",Dracula,By the kindness of Lord Godalming I am empowered to read her letters and papers for I am deeply concerned about certain matters vitally important,3954,Lord Godalming,person
5918,"Stoker, Bram",Dracula,Oh Madam Mina by that love I implore you help me,3956,Mina Murray,person
5920,"Stoker, Bram",Dracula,It is for others good that I askto redress great wrong and to lift much and terrible troublesthat may be more great than you can know,3957,NA,NA
5921,"Stoker, Bram",Dracula,May it be that I see you,3958,NA,NA
5922,"Stoker, Bram",Dracula,You can trust me,3959,NA,NA
5923,"Stoker, Bram",Dracula,I am friend of Dr John Seward and of Lord Godalming that was Arthur of Miss Lucy,3960,Lucy Westenra,person
5924,"Stoker, Bram",Dracula,I am friend of Dr John Seward and of Lord Godalming that was Arthur of Miss Lucy,3960,Arthur Holmwood,person
5927,"Stoker, Bram",Dracula,I am friend of Dr John Seward and of Lord Godalming that was Arthur of Miss Lucy,3960,John Seward,person
5928,"Stoker, Bram",Dracula,I am friend of Dr John Seward and of Lord Godalming that was Arthur of Miss Lucy,3960,Seward,person
5931,"Stoker, Bram",Dracula,I am friend of Dr John Seward and of Lord Godalming that was Arthur of Miss Lucy,3960,Lord Godalming,person
5937,"Stoker, Bram",Dracula,I must keep it private for the present from all,3961,NA,NA
5938,"Stoker, Bram",Dracula,I should come to Exeter to see you at once if you tell me I am privilege to come and where and when,3962,Exeter,location
5940,"Stoker, Bram",Dracula,I have read your letters to poor Lucy and know how good you are and how your husband suffer so I pray you if it may be enlighten him not lest it may harm,3964,Lucy Westenra,person
5944,"Stoker, Bram",Dracula,Again your pardon and forgive me,3965,NA,NA
5946,"Stoker, Bram",Dracula,VAN HELSING,3966,Van Helsing,person
5948,"Stoker, Bram",Dracula,Telegram Mrs Harker to Van Helsing,3967,Van Helsing,person
5950,"Stoker, Bram",Dracula,Telegram Mrs Harker to Van Helsing,3967,Mina Murray,person
5951,"Stoker, Bram",Dracula,25-Sep,3968,NA,NA
5953,"Stoker, Bram",Dracula,Can see you any time you call,3970,NA,NA
5955,"Stoker, Bram",Dracula,WILHELMINA HARKER,3971,Mina Murray,person
5958,"Stoker, Bram",Dracula,MINA HARKERS JOURNAL,3972,Mina Murray,person
5960,"Stoker, Bram",Dracula,25-Sep,3973,NA,NA
5962,"Stoker, Bram",Dracula,I cannot help feeling terribly excited as the time draws near for the visit of Dr Van Helsing for somehow I expect that it will throw some light upon Jonathans sad experience and as he attended poor dear Lucy in her last illness he can tell me all about her,3974,Lucy Westenra,person
5963,"Stoker, Bram",Dracula,I cannot help feeling terribly excited as the time draws near for the visit of Dr Van Helsing for somehow I expect that it will throw some light upon Jonathans sad experience and as he attended poor dear Lucy in her last illness he can tell me all about her,3974,Jonathan Harker,person
5964,"Stoker, Bram",Dracula,I cannot help feeling terribly excited as the time draws near for the visit of Dr Van Helsing for somehow I expect that it will throw some light upon Jonathans sad experience and as he attended poor dear Lucy in her last illness he can tell me all about her,3974,Van Helsing,person
5969,"Stoker, Bram",Dracula,That is the reason of his coming it is concerning Lucy and her sleepwalking and not about Jonathan,3975,Lucy Westenra,person
5970,"Stoker, Bram",Dracula,That is the reason of his coming it is concerning Lucy and her sleepwalking and not about Jonathan,3975,Jonathan Harker,person
5974,"Stoker, Bram",Dracula,Then I shall never know the real truth now,3976,NA,NA
5975,"Stoker, Bram",Dracula,How silly I am,3977,NA,NA
5976,"Stoker, Bram",Dracula,That awful journal gets hold of my imagination and tinges everything with something of its own colour,3978,NA,NA
5977,"Stoker, Bram",Dracula,Of course it is about Lucy,3979,Lucy Westenra,person
5980,"Stoker, Bram",Dracula,I had almost forgotten in my own affairs how ill she was afterwards,3981,NA,NA
5981,"Stoker, Bram",Dracula,She must have told h,3982,NA,NA
5982,"Stoker, Bram",Dracula,him of her sleepwalking adventure on the cliff and that I knew all about it and now he wants me to tell him what she knows so that he may understand,3983,NA,NA
5983,"Stoker, Bram",Dracula,I hope I did right in not saying anything of it to Mrs Westenra I should never forgive myself if any act of mine were it even a negative one brought harm on poor dear Lucy,3984,Lucy Westenra,person
5985,"Stoker, Bram",Dracula,I hope I did right in not saying anything of it to Mrs Westenra I should never forgive myself if any act of mine were it even a negative one brought harm on poor dear Lucy,3984,Mrs Westenra,person
5988,"Stoker, Bram",Dracula,I hope too Dr Van Helsing will not blame me I have had so much trouble and anxiety of late that I feel I cannot bear more just at present,3985,Van Helsing,person
5990,"Stoker, Bram",Dracula,I suppose a cry does us all good at timesclears the air as other rain does,3986,NA,NA
5991,"Stoker, Bram",Dracula,Perhaps it was reading the journal yesterday that upset me and then Jonathan went away this morning to stay away from me a whole day and night the first time we have been parted since our marriage,3987,Jonathan Harker,person
5995,"Stoker, Bram",Dracula,It is two oclock and the doctor will be here soon now,3989,Doctor,person
5996,"Stoker, Bram",Dracula,I shall say nothing of Jonathans journal unless he asks me,3990,Jonathan Harker,person
5998,"Stoker, Bram",Dracula,I am so glad I have typewritten out my own journal so that in case he asks about Lucy I can hand it to him it will save much questioning,3991,Lucy Westenra,person
6000,"Stoker, Bram",Dracula,                               Later,3992,NA,NA
6001,"Stoker, Bram",Dracula,He has come and gone,3993,NA,NA
6002,"Stoker, Bram",Dracula,Oh what a strange meeting and how it all makes my head whirl round,3994,NA,NA
