"","author","title","type","start","end","kind","words"
"5434","Stoker, Bram","Dracula","entity",3422,3427,"person","Arthur"
"5435","Stoker, Bram","Dracula","entity",3738,3743,"person","Arthur"
"5436","Stoker, Bram","Dracula","entity",3746,3756,"person","Van Helsing"
"5437","Stoker, Bram","Dracula","entity",4269,4274,"person","Arthur"
"5438","Stoker, Bram","Dracula","entity",5698,5703,"person","Arthur"
"5439","Stoker, Bram","Dracula","entity",5754,5766,"person","Lucy Westenra"
"5440","Stoker, Bram","Dracula","entity",5890,5900,"person","Van Helsing"
"5441","Stoker, Bram","Dracula","entity",6027,6037,"person","Van Helsing"
"5442","Stoker, Bram","Dracula","entity",6353,6363,"person","Van Helsing"
"5443","Stoker, Bram","Dracula","entity",6390,6395,"person","Arthur"
"5444","Stoker, Bram","Dracula","entity",6713,6716,"person","Lucy"
"5445","Stoker, Bram","Dracula","entity",7595,7600,"person","Arthur"
"5446","Stoker, Bram","Dracula","entity",7915,7920,"person","Arthur"
"5447","Stoker, Bram","Dracula","entity",8036,8046,"person","Van Helsing"
"5448","Stoker, Bram","Dracula","entity",8450,8460,"person","Van Helsing"
"5449","Stoker, Bram","Dracula","entity",9206,9211,"person","Arthur"
"5450","Stoker, Bram","Dracula","entity",9524,9534,"person","Van Helsing"
"5451","Stoker, Bram","Dracula","entity",3832,3840,"location","Amsterdam"
"5452","Stoker, Bram","Dracula","sentence",1,110,NA,"  When this was done he lifted the child and said  Come now my friends we can do no more till tomorrow"
"5453","Stoker, Bram","Dracula","sentence",112,188,NA,"There is a funeral at noon so here we shall all come before long after that"
"5454","Stoker, Bram","Dracula","sentence",190,288,NA,"The friends of the dead will all be gone by two and when the sexton lock the gate we shall remain"
"5455","Stoker, Bram","Dracula","sentence",290,345,NA,"Then there is more to do but not like this of tonight"
"5456","Stoker, Bram","Dracula","sentence",347,431,NA,"As for this little one he is not much harm and by tomorrow night he shall be well"
"5457","Stoker, Bram","Dracula","sentence",433,524,NA,"We shall leave him where the police will find him as on the other night and then to home"
"5458","Stoker, Bram","Dracula","sentence",526,672,NA,"Coming close to Arthur he said  My friend Arthur you have had a sore trial but after when you look back you will see how it was necessary"
"5459","Stoker, Bram","Dracula","sentence",674,716,NA,"You are now in the bitter waters my child"
"5460","Stoker, Bram","Dracula","sentence",718,841,NA,"By this time tomorrow you will please God have passed them and have drunk of the sweet waters so do not mourn overmuch"
"5461","Stoker, Bram","Dracula","sentence",843,887,NA,"Till then I shall not ask you to forgive me"
"5462","Stoker, Bram","Dracula","sentence",890,971,NA,"Arthur and Quincey came home with me and we tried to cheer each other on the way"
"5463","Stoker, Bram","Dracula","sentence",973,1072,NA,"We had left the child in safety and were tired so we all slept with more or less reality of sleep"
"5464","Stoker, Bram","Dracula","sentence",1082,1137,NA,"                               29 September night"
"5465","Stoker, Bram","Dracula","sentence",1139,1242,NA,"A little before twelve oclock we threeArthur Quincey Morris and myselfcalled for the Professor"
"5466","Stoker, Bram","Dracula","sentence",1244,1319,NA,"It was odd to notice that by common consent we had all put on black clothes"
"5467","Stoker, Bram","Dracula","sentence",1321,1418,NA,"Of course Arthur wore black for he was in deep mourning but the rest of us wore it by instinct"
"5468","Stoker, Bram","Dracula","sentence",1420,1686,NA,"We got to the churchyard by halfpast one and strolled about keeping out of official observation so that when the gravediggers had completed their task and the sexton under the belief that every one had gone had locked the gate we had the place all to ourselves"
"5469","Stoker, Bram","Dracula","sentence",1688,1832,NA,"Van Helsing instead of his little black bag had with him a long leather one something like a cricketing bag it was manifestly of fair weight"
"5470","Stoker, Bram","Dracula","sentence",1835,1994,NA,"When we were alone and had heard the last of the footsteps die out up the road we silently and as if by ordered intention followed the Professor to the tomb"
"5471","Stoker, Bram","Dracula","sentence",1996,2054,NA,"He unlocked the door and we entered closing it behind us"
"5472","Stoker, Bram","Dracula","sentence",2056,2262,NA,"Then he took from his bag the lantern which he lit and also two wax candles which when lighted he stuck by melting their own ends on other coffins so that they might give light sufficient to work by"
"5473","Stoker, Bram","Dracula","sentence",2264,2413,NA,"When he again lifted the lid off Lucys coffin we all lookedArthur trembling like an aspenand saw that the body lay there in all its deathbeauty"
"5474","Stoker, Bram","Dracula","sentence",2415,2539,NA,"But there was no love in my own heart nothing but loathing for the foul Thing which had taken Lucys shape without her soul"
"5475","Stoker, Bram","Dracula","sentence",2541,2594,NA,"I could see even Arthurs face grow hard as he looked"
"5476","Stoker, Bram","Dracula","sentence",2596,2691,NA,"Presently he said to Van Helsing  Is this really Lucys body or only a demon in her shape"
"5477","Stoker, Bram","Dracula","sentence",2694,2725,NA,"It is her body and yet not it"
"5478","Stoker, Bram","Dracula","sentence",2727,2784,NA,"But wait a while and you all see her as she was and is"
"5479","Stoker, Bram","Dracula","sentence",2787,3029,NA,"She seemed like a nightmare of Lucy as she lay there the pointed teeth the bloodstained voluptuous mouthwhich it made one shudder to seethe whole carnal and unspiritual appearance seeming like a devilish mockery of Lucys sweet purity"
"5480","Stoker, Bram","Dracula","sentence",3031,3152,NA,"Van Helsing with his usual methodicalness began taking the various contents from his bag and placing them ready for use"
"5481","Stoker, Bram","Dracula","sentence",3154,3493,NA,"First he took out a soldering iron and some plumbing solder and then a small oillamp which gave out when lit in a corner of the tomb gas which burned at fierce heat with a blue flame then his operating knives which he placed to hand and last a round wooden stake some two and a half or three inches thick and about three feet long"
"5482","Stoker, Bram","Dracula","sentence",3495,3580,NA,"One end of it was hardened by charring in the fire and was sharpened to a fine point"
"5483","Stoker, Bram","Dracula","sentence",3582,3690,NA,"With this stake came a heavy hammer such as in households is used in the coalcellar for breaking the lumps"
"5484","Stoker, Bram","Dracula","sentence",3692,3872,NA,"To me a doctors preparations for work of any kind are stimulating and bracing but the effect of these things on both Arthur and Quincey was to cause them a sort of consternation"
"5485","Stoker, Bram","Dracula","sentence",3874,3943,NA,"They both however kept their courage and remained silent and quiet"
"5486","Stoker, Bram","Dracula","sentence",3946,4145,NA,"When all was ready Van Helsing said  Before we do anything let me tell you this it is out of the lore and experience of the ancients and of all those who have studied the powers of the UnDead"
"5487","Stoker, Bram","Dracula","sentence",4147,4428,NA,"When they become such there comes with the change the curse of immortality they cannot die but must go on age after age adding new victims and multiplying the evils of the world for all that die from the preying of the UnDead becomes themselves UnDead and prey on their kind"
"5488","Stoker, Bram","Dracula","sentence",4430,4523,NA,"And so the circle goes on ever widening like as the ripples from a stone thrown in the water"
"5489","Stoker, Bram","Dracula","sentence",4525,4835,NA,"Friend Arthur if you had met that kiss which you know of before poor Lucy die or again last night when you open your arms to her you would in time when you had died have become  nosferatu  as they call it in Eastern Europe and would all time make more of those UnDeads that so have fill us with horror"
"5490","Stoker, Bram","Dracula","sentence",4837,4894,NA,"The career of this so unhappy dear lady is but just begun"
"5491","Stoker, Bram","Dracula","sentence",4896,5129,NA,"Those children whose blood she suck are not as yet so much the worse but if she live on UnDead more and more they lose their blood and by her power over them they come to her and so she draw their blood with that so wicked mouth"
"5492","Stoker, Bram","Dracula","sentence",5131,5277,NA,"But if she die in truth then all cease the tiny wounds of the throats disappear and they go back to their plays unknowing ever of what has been"
"5493","Stoker, Bram","Dracula","sentence",5279,5426,NA,"But of the most blessed of all when this now UnDead be made to rest as true dead then the soul of the poor lady whom we love shall again be free"
"5494","Stoker, Bram","Dracula","sentence",5428,5572,NA,"Instead of working wickedness by night and growing more debased in the assimilating of it by day she shall take her place with the other Angels"
"5495","Stoker, Bram","Dracula","sentence",5574,5673,NA,"So that my friend it will be a blessed hand for her that shall strike the blow that sets her free"
"5496","Stoker, Bram","Dracula","sentence",5675,5748,NA,"To this I am willing but is there none amongst us who has a better right"
"5497","Stoker, Bram","Dracula","sentence",5750,6050,NA,"Will it be no joy to think of hereafter in the silence of the night when sleep is not It was my hand that sent her to the stars it was the hand of him that loved her best the hand that of all she would herself have chosen had it been to her to choose Tell me if there be such a one amongst us"
"5498","Stoker, Bram","Dracula","sentence",6053,6076,NA,"We all looked at Arthur"
"5499","Stoker, Bram","Dracula","sentence",6078,6406,NA,"He saw too what we all did the infinite kindness which suggested that his should be the hand which would restore Lucy to us as a holy and not an unholy memory he stepped forward and said bravely though his hand trembled and his face was as pale as snow  My true friend from the bottom of my broken heart I thank you"
"5500","Stoker, Bram","Dracula","sentence",6408,6456,NA,"Tell me what I am to do and I shall not falter"
"5501","Stoker, Bram","Dracula","sentence",6458,6522,NA,"Van Helsing laid a hand on his shoulder and said  Brave lad"
"5502","Stoker, Bram","Dracula","sentence",6524,6558,NA,"A moments courage and it is done"
"5503","Stoker, Bram","Dracula","sentence",6560,6597,NA,"This stake must be driven through her"
"5504","Stoker, Bram","Dracula","sentence",6599,6806,NA,"It will be a fearful ordealbe not deceived in thatbut it will be only a short time and you will then rejoice more than your pain was great from this grim tomb you will emerge as though you tread on air"
"5505","Stoker, Bram","Dracula","sentence",6808,6856,NA,"But you must not falter when once you have begun"
"5506","Stoker, Bram","Dracula","sentence",6858,6950,NA,"Only think that we your true friends are round you and that we pray for you all the time"
"5507","Stoker, Bram","Dracula","sentence",6953,6982,NA,"Go on said Arthur hoarsely"
"5508","Stoker, Bram","Dracula","sentence",6984,7117,NA,"Tell me what I am to do  Take this stake in your left hand ready to place the point over the heart and the hammer in your right"
"5509","Stoker, Bram","Dracula","sentence",7119,7336,NA,"Then when we begin our prayer for the deadI shall read him I have here the book and the others shall followstrike in Gods name that so all may be well with the dead that we love and that the UnDead pass away"
"5510","Stoker, Bram","Dracula","sentence",7339,7460,NA,"Arthur took the stake and the hammer and when once his mind was set on action his hands never trembled nor even quivered"
"5511","Stoker, Bram","Dracula","sentence",7462,7557,NA,"Van Helsing opened his missal and began to read and Quincey and I followed as well as we could"
"5512","Stoker, Bram","Dracula","sentence",7559,7654,NA,"Arthur placed the point over the heart and as I looked I could see its dint in the white flesh"
